GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Java,com.thealgorithms.others,Trieac,255,0,42,0,67,0,29,0,8,0
Java,com.thealgorithms.others,InsertDeleteInArray,132,0,12,0,29,0,8,0,2,0
Java,com.thealgorithms.others,NextFit,0,93,0,10,0,17,0,8,0,3
Java,com.thealgorithms.others,BankersAlgorithm,295,0,36,0,64,0,22,0,4,0
Java,com.thealgorithms.others,TopKWords,69,0,4,0,16,0,5,0,3,0
Java,com.thealgorithms.others,BestFitCPU,105,0,14,0,20,0,11,0,4,0
Java,com.thealgorithms.others,CountChar,3,6,0,0,1,1,1,1,1,1
Java,com.thealgorithms.others,Mandelbrot,385,0,44,0,62,0,31,0,7,0
Java,com.thealgorithms.others,CRCAlgorithm,357,0,50,0,68,0,34,0,9,0
Java,com.thealgorithms.others,SieveOfEratosthenes.Type,15,0,0,0,3,0,1,0,1,0
Java,com.thealgorithms.others,RemoveDuplicateFromString,65,0,8,0,16,0,7,0,3,0
Java,com.thealgorithms.others,HuffmanNode,3,0,0,0,1,0,1,0,1,0
Java,com.thealgorithms.others,Huffman,182,0,10,0,36,0,8,0,3,0
Java,com.thealgorithms.others,KochSnowflake.Vector2,116,0,0,0,20,0,6,0,6,0
Java,com.thealgorithms.maths,Ceil,5,26,1,3,2,4,2,2,1,1
Java,com.thealgorithms.maths,ParseInteger,132,0,36,0,18,0,22,0,4,0
Java,com.thealgorithms.maths,FindMinRecursion,120,0,16,0,20,0,13,0,5,0
Java,com.thealgorithms.maths,DistanceFormula,108,0,8,0,22,0,9,0,5,0
Java,com.thealgorithms.maths,Floor,66,0,12,0,11,0,10,0,4,0
Java,com.thealgorithms.maths,AbsoluteMin,43,0,4,0,10,0,6,0,4,0
Java,com.thealgorithms.maths,PythagoreanTriple,72,29,27,7,7,4,17,4,2,2
Java,com.thealgorithms.maths,GenericRoot,50,0,6,0,16,0,6,0,3,0
Java,com.thealgorithms.maths,KeithNumber,87,0,10,0,22,0,8,0,3,0
Java,com.thealgorithms.maths,SquareFreeInteger,25,0,4,0,5,0,4,0,2,0
Java,com.thealgorithms.maths,Gaussian,3,236,0,20,1,31,1,13,1,3
Java,com.thealgorithms.maths,GCD,63,32,2,10,11,10,4,6,3,1
Java,com.thealgorithms.maths,MinValue,55,0,10,0,8,0,9,0,4,0
Java,com.thealgorithms.maths,ConvolutionFFT,84,0,6,0,17,0,6,0,3,0
Java,com.thealgorithms.maths,PerfectNumber,3,78,0,18,1,17,1,11,1,2
Java,com.thealgorithms.maths,LeastCommonMultiple,27,34,1,7,9,10,3,4,2,1
Java,com.thealgorithms.maths,LinearDiophantineEquationsSolver.GcdSolutionWrapper,77,0,10,0,19,0,13,0,8,0
Java,com.thealgorithms.maths,LinearDiophantineEquationsSolver.Equation,21,0,0,0,1,0,4,0,4,0
Java,com.thealgorithms.maths,FastInverseSqrt,55,39,5,1,10,7,5,1,2,1
Java,com.thealgorithms.maths,FFT.Complex,203,0,0,0,41,0,12,0,12,0
Java,com.thealgorithms.maths,Mode,303,0,32,0,24,0,21,0,5,0
Java,com.thealgorithms.maths,FFT,238,0,26,0,45,0,20,0,7,0
Java,com.thealgorithms.maths,Armstrong,0,39,0,4,0,9,0,4,0,2
Java,com.thealgorithms.maths,VampireNumber,132,0,18,0,31,0,14,0,5,0
Java,com.thealgorithms.maths,PalindromeNumber,75,0,20,0,15,0,14,0,4,0
Java,com.thealgorithms.maths,PiNilakantha,108,0,22,0,16,0,15,0,4,0
Java,com.thealgorithms.maths,JugglerSequence,61,0,4,0,18,0,5,0,3,0
Java,com.thealgorithms.maths,AmicableNumber,88,0,14,0,21,0,12,0,5,0
Java,com.thealgorithms.maths,VectorCrossProduct,149,0,0,0,28,0,8,0,8,0
Java,com.thealgorithms.maths,PollardRho,3,45,0,4,1,9,1,4,1,2
Java,com.thealgorithms.maths,TrinomialTriangle,81,0,14,0,19,0,11,0,4,0
Java,com.thealgorithms.maths,JosephusProblem,24,0,2,0,5,0,4,0,3,0
Java,com.thealgorithms.maths,NthUglyNumber,109,0,8,0,26,0,7,0,3,0
Java,com.thealgorithms.maths,AbsoluteMax.new Object() {...},0,12,0,0,0,2,0,1,0,1
Java,com.thealgorithms.maths,CollatzConjecture,51,0,6,0,12,0,6,0,3,0
Java,com.thealgorithms.maths,Perimeter,3,44,0,2,1,7,1,5,1,4
Java,com.thealgorithms.maths,PronicNumber,3,21,1,5,1,4,2,3,1,1
Java,com.thealgorithms.maths,LeonardoNumber,39,0,8,0,9,0,7,0,3,0
Java,com.thealgorithms.maths,ReverseNumber,44,0,2,0,16,0,3,0,2,0
Java,com.thealgorithms.maths,NonRepeatingElement,107,0,10,0,26,0,7,0,2,0
Java,com.thealgorithms.maths,SumWithoutArithmeticOperators,0,22,0,2,0,5,0,3,0,2
Java,com.thealgorithms.maths,Convolution,61,0,6,0,9,0,5,0,2,0
Java,com.thealgorithms.maths,LinearDiophantineEquationsSolver.Solution,89,0,10,0,20,0,14,0,9,0
Java,com.thealgorithms.maths,MobiusFunction,3,45,0,14,1,11,1,8,1,1
Java,com.thealgorithms.maths,PowRecursion,85,0,20,0,7,0,14,0,4,0
Java,com.thealgorithms.maths,SimpsonIntegration,154,0,12,0,31,0,10,0,4,0
Java,com.thealgorithms.maths,EulerMethod,288,0,22,0,46,0,22,0,11,0
Java,com.thealgorithms.maths,Combinations,78,0,14,0,14,0,11,0,4,0
Java,com.thealgorithms.maths,FibonacciNumber,93,0,28,0,12,0,19,0,5,0
Java,com.thealgorithms.maths,Median,193,0,24,0,12,0,16,0,4,0
Java,com.thealgorithms.maths,KrishnamurthyNumber,72,0,10,0,22,0,8,0,3,0
Java,com.thealgorithms.maths,DigitalRoot,3,25,0,4,1,6,1,4,1,2
Java,com.thealgorithms.maths,BinomialCoefficient,5,24,1,5,2,6,2,3,1,1
Java,com.thealgorithms.maths,StandardDeviation,3,51,0,4,1,9,1,3,1,1
Java,com.thealgorithms.maths,FindKthNumber,166,0,22,0,39,0,18,0,7,0
Java,com.thealgorithms.maths,SquareRootWithNewtonRaphsonMethod,36,0,2,0,7,0,3,0,2,0
Java,com.thealgorithms.maths,Average,61,0,4,0,9,0,5,0,3,0
Java,com.thealgorithms.maths,ADTFraction,105,0,2,0,15,0,10,0,9,0
Java,com.thealgorithms.maths,MagicSquare,142,0,16,0,26,0,10,0,2,0
Java,com.thealgorithms.maths,DeterminantOfMatrix,143,0,16,0,28,0,11,0,3,0
Java,com.thealgorithms.maths,MaxValue,55,0,10,0,8,0,9,0,4,0
Java,com.thealgorithms.maths,Factorial,79,0,22,0,11,0,15,0,4,0
Java,com.thealgorithms.maths,PowerOfTwoOrNot,69,0,26,0,8,0,17,0,4,0
Java,com.thealgorithms.maths,FindMin,75,0,12,0,13,0,10,0,4,0
Java,com.thealgorithms.maths,HeronsFormula,3,36,0,0,1,7,1,1,1,1
Java,com.thealgorithms.maths,PerfectSquare,71,0,24,0,9,0,16,0,4,0
Java,com.thealgorithms.maths,FindMaxRecursion,120,0,16,0,20,0,13,0,5,0
Java,com.thealgorithms.maths,LucasSeries,151,0,50,0,19,0,30,0,5,0
Java,com.thealgorithms.maths,BinaryPow,27,0,4,0,8,0,4,0,2,0
Java,com.thealgorithms.maths,KaprekarNumbers,8,122,1,13,1,28,2,8,1,2
Java,com.thealgorithms.maths,PrimeCheck,107,34,10,10,23,8,9,6,4,1
Java,com.thealgorithms.maths,SumOfDigits,139,0,38,0,27,0,25,0,6,0
Java,com.thealgorithms.maths,HarshadNumber,3,84,0,12,1,15,1,8,1,2
Java,com.thealgorithms.maths,FFTBluestein,200,0,14,0,28,0,9,0,2,0
Java,com.thealgorithms.maths,RomanNumeralUtil,210,0,4,0,11,0,5,0,3,0
Java,com.thealgorithms.maths,AbsoluteMax,3,40,0,4,1,9,1,5,1,3
Java,com.thealgorithms.maths,AbsoluteValue,3,7,0,2,1,1,1,2,1,1
Java,com.thealgorithms.maths,AliquotSum,87,0,10,0,18,0,11,0,6,0
Java,com.thealgorithms.maths,SquareRootWithBabylonianMethod,3,26,0,2,1,7,1,2,1,1
Java,com.thealgorithms.maths,NumberOfDigits,163,0,28,0,18,0,21,0,7,0
Java,com.thealgorithms.maths,PrimeFactorization,15,45,3,7,4,10,4,3,1,1
Java,com.thealgorithms.maths,StandardScore,3,8,0,0,1,2,1,1,1,1
Java,com.thealgorithms.maths,FibonacciJavaStreams,353,0,18,0,64,0,28,0,19,0
Java,com.thealgorithms.maths,FindMax,75,0,12,0,13,0,10,0,4,0
Java,com.thealgorithms.maths,DudeneyNumber,45,0,6,0,12,0,5,0,2,0
Java,com.thealgorithms.maths,Area,245,0,36,0,48,0,30,0,12,0
Java,com.thealgorithms.maths,SumOfArithmeticSeries,93,0,22,0,8,0,15,0,4,0
Java,com.thealgorithms.maths,PascalTriangle,57,0,8,0,7,0,6,0,2,0
Java,com.thealgorithms.maths,CircularConvolutionFFT,73,0,6,0,16,0,6,0,3,0
Java,com.thealgorithms.maths,FactorialRecursion,89,0,28,0,10,0,18,0,4,0
Java,com.thealgorithms.maths,Volume,3,60,0,0,1,8,1,8,1,8
Java,com.thealgorithms.maths,AbsoluteMin.new Object() {...},12,0,0,0,2,0,1,0,1,0
Java,com.thealgorithms.maths,AliquotSum.new Object() {...},6,0,0,0,2,0,1,0,1,0
Java,com.thealgorithms.maths,AutomorphicNumber,83,0,10,0,19,0,9,0,4,0
Java,com.thealgorithms.maths,PerfectCube,3,34,0,4,1,5,1,4,1,2
Java,com.thealgorithms.maths,LiouvilleLambdaFunction,3,17,0,4,1,3,1,3,1,1
Java,com.thealgorithms.maths,Pow,88,0,20,0,10,0,14,0,4,0
Java,com.thealgorithms.maths,LongDivision,154,0,32,0,43,0,18,0,2,0
Java,com.thealgorithms.maths,TwinPrime,17,0,4,0,4,0,4,0,2,0
Java,com.thealgorithms.maths,GCDRecursion,52,0,10,0,12,0,8,0,3,0
Java,com.thealgorithms.maths,LinearDiophantineEquationsSolver,146,0,10,0,28,0,9,0,4,0
Java,com.thealgorithms.maths,MatrixUtil,731,0,26,0,75,0,31,0,18,0
Java,com.thealgorithms.audiofilters,IIRFilter,197,0,14,0,31,0,10,0,3,0
Java,com.thealgorithms.sorts,BitonicSort,183,0,16,0,33,0,15,0,7,0
Java,com.thealgorithms.sorts,DualPivotQuickSort,233,0,18,0,41,0,15,0,6,0
Java,com.thealgorithms.sorts,TopologicalSort.Vertex,14,0,0,0,5,0,1,0,1,0
Java,com.thealgorithms.sorts,ShellSort,164,0,18,0,19,0,13,0,4,0
Java,com.thealgorithms.sorts,TopologicalSort.BackEdgeException,5,0,0,0,2,0,1,0,1,0
Java,com.thealgorithms.sorts,SortUtilsRandomGenerator,3,32,0,2,1,9,1,5,1,4
Java,com.thealgorithms.sorts,TopologicalSort.Graph,32,0,2,0,6,0,3,0,2,0
Java,com.thealgorithms.sorts,MergeSortRecursive.new ArrayList() {...},14,0,0,0,3,0,1,0,1,0
Java,com.thealgorithms.sorts,MergeSortRecursive.new ArrayList() {...},14,0,0,0,3,0,1,0,1,0
Java,com.thealgorithms.sorts,CountingSort,267,0,4,0,41,0,13,0,11,0
Java,com.thealgorithms.sorts,CircleSort,257,0,32,0,32,0,21,0,5,0
Java,com.thealgorithms.sorts,OddEvenSort,66,86,9,11,11,17,6,9,1,4
Java,com.thealgorithms.sorts,BogoSort,149,0,8,0,20,0,10,0,6,0
Java,com.thealgorithms.sorts,SortAlgorithm,0,10,0,0,0,2,0,1,0,1
Java,com.thealgorithms.sorts,SlowSort,0,68,0,4,0,14,0,5,0,3
Java,com.thealgorithms.sorts,App,77,0,0,0,5,0,2,0,2,0
Java,com.thealgorithms.sorts,Task2,174,0,24,0,39,0,17,0,5,0
Java,com.thealgorithms.sorts,Task1,93,0,14,0,20,0,10,0,3,0
Java,com.thealgorithms.sorts,WiggleSort,168,0,18,0,34,0,14,0,5,0
Java,com.thealgorithms.sorts,RadixSort,202,0,16,0,31,0,14,0,6,0
Java,com.thealgorithms.sorts,MergeSort,110,0,10,0,21,0,9,0,4,0
Java,com.thealgorithms.sorts,CycleSort,205,0,22,0,49,0,15,0,4,0
Java,com.thealgorithms.sorts,TreeSort,321,0,6,0,50,0,9,0,6,0
Java,com.thealgorithms.sorts,QuickSort,0,95,0,10,0,23,0,10,0,5
Java,com.thealgorithms.sorts,PancakeSort,208,0,6,0,45,0,6,0,3,0
Java,com.thealgorithms.sorts,CocktailShakerSort,164,0,10,0,24,0,8,0,3,0
Java,com.thealgorithms.sorts,SimpleSort,117,46,0,6,16,9,1,5,1,2
Java,com.thealgorithms.sorts,TopologicalSort.Color,21,0,0,0,4,0,1,0,1,0
Java,com.thealgorithms.sorts,BucketSort,59,170,9,19,8,31,7,14,2,5
Java,com.thealgorithms.sorts,MergeSortRecursive,111,0,12,0,29,0,10,0,4,0
Java,com.thealgorithms.sorts,DutchNationalFlagSort,0,68,0,6,0,17,0,7,0,4
Java,com.thealgorithms.sorts,BubbleSortRecursion,114,0,16,0,20,0,13,0,5,0
Java,com.thealgorithms.sorts,BinaryInsertionSort,0,68,0,8,0,15,0,6,0,2
Java,com.thealgorithms.sorts,BubbleSort,48,0,8,0,10,0,6,0,2,0
Java,com.thealgorithms.sorts,SelectionSort,141,61,13,9,10,12,8,7,1,3
Java,com.thealgorithms.sorts,MergeSortNoExtraSpace,208,0,18,0,43,0,14,0,5,0
Java,com.thealgorithms.sorts,Task,185,0,24,0,36,0,17,0,5,0
Java,com.thealgorithms.sorts,SortUtils,50,74,6,10,16,12,10,9,6,5
Java,com.thealgorithms.sorts,StoogeSort,167,0,4,0,24,0,6,0,4,0
Java,com.thealgorithms.sorts,TopologicalSort,104,0,6,0,23,0,8,0,5,0
Java,com.thealgorithms.sorts,SwapSort,180,0,10,0,35,0,9,0,4,0
Java,com.thealgorithms.sorts,BeadSort,136,0,18,0,23,0,11,0,2,0
Java,com.thealgorithms.sorts,InsertionSort,161,36,10,6,33,5,9,5,4,2
Java,com.thealgorithms.sorts,CombSort,107,63,0,10,24,13,1,8,1,3
Java,com.thealgorithms.sorts,LinkListSort,238,0,26,0,60,0,17,0,3,0
Java,com.thealgorithms.sorts,GnomeSort,194,0,6,0,34,0,6,0,3,0
Java,com.thealgorithms.sorts,Node,3,0,0,0,1,0,1,0,1,0
Java,com.thealgorithms.sorts,TimSort,0,144,0,14,0,21,0,10,0,3
Java,com.thealgorithms.sorts,HeapSort,0,111,0,14,0,25,0,13,0,6
Java,com.thealgorithms.sorts,PigeonholeSort,203,0,20,0,27,0,14,0,4,0
Java,com.thealgorithms.sorts,StrandSort,96,0,14,0,23,0,10,0,3,0
Java,com.thealgorithms.sorts,DNFSort,137,0,8,0,30,0,9,0,4,0
Java,com.thealgorithms.datastructures.disjointsets,DisjointSets,61,0,8,0,16,0,8,0,4,0
Java,com.thealgorithms.datastructures.disjointsets,Node,9,0,0,0,4,0,1,0,1,0
Java,com.thealgorithms.datastructures.dynamicarray,DynamicArray.DynamicArrayIterator,90,0,10,0,18,0,10,0,5,0
Java,com.thealgorithms.datastructures.dynamicarray,DynamicArray,214,0,14,0,50,0,22,0,15,0
Java,com.thealgorithms.datastructures.lists,SkipList.Node,69,0,4,0,18,0,9,0,7,0
Java,com.thealgorithms.datastructures.lists,CreateAndDetectLoop,134,0,18,0,44,0,14,0,5,0
Java,com.thealgorithms.datastructures.lists,SkipList.BernoulliHeightStrategy,84,0,10,0,21,0,10,0,5,0
Java,com.thealgorithms.datastructures.lists,Link,100,0,0,0,37,0,3,0,3,0
Java,com.thealgorithms.datastructures.lists,CircleLinkedList,194,0,16,0,50,0,14,0,6,0
Java,com.thealgorithms.datastructures.lists,SkipList,385,0,42,0,93,0,31,0,10,0
Java,com.thealgorithms.datastructures.lists,CursorLinkedList.Node,9,0,0,0,4,0,1,0,1,0
Java,com.thealgorithms.datastructures.lists,CircleLinkedList.Node,9,0,0,0,4,0,1,0,1,0
Java,com.thealgorithms.datastructures.lists,SearchSinglyLinkedListRecursion,79,0,22,0,11,0,16,0,5,0
Java,com.thealgorithms.datastructures.lists,CursorLinkedList,348,0,34,0,83,0,26,0,9,0
Java,com.thealgorithms.datastructures.lists,Node,17,0,0,0,7,0,3,0,3,0
Java,com.thealgorithms.datastructures.lists,RandomNode,104,0,2,0,21,0,5,0,4,0
Java,com.thealgorithms.datastructures.lists,Merge_K_SortedLinkedlist.Node,12,0,0,0,4,0,1,0,1,0
Java,com.thealgorithms.datastructures.lists,MergeSortedSinglyLinkedList,131,0,26,0,29,0,17,0,4,0
Java,com.thealgorithms.datastructures.lists,DoublyLinkedList,81,0,10,0,25,0,10,0,5,0
Java,com.thealgorithms.datastructures.lists,RandomNode.ListNode,6,0,0,0,3,0,1,0,1,0
Java,com.thealgorithms.datastructures.lists,SinglyLinkedList,705,0,126,0,186,0,88,0,25,0
Java,com.thealgorithms.datastructures.lists,CountSinglyLinkedListRecursion,52,0,10,0,8,0,10,0,5,0
Java,com.thealgorithms.datastructures.lists,Merge_K_SortedLinkedlist,54,0,4,0,15,0,5,0,3,0
Java,com.thealgorithms.datastructures.lists,MergeSortedArrayList,122,0,12,0,23,0,9,0,3,0
Java,com.thealgorithms.datastructures.lists,LinkOperations,403,0,44,0,111,0,34,0,12,0
Java,com.thealgorithms.devutils.entities,ProcessDetails,15,32,0,0,7,13,4,7,4,7
Java,com.thealgorithms.others.cn,HammingDistance,0,69,0,6,0,15,0,5,0,2
Java,com.thealgorithms.scheduling,FCFSScheduling,1,93,1,5,1,19,1,6,0,4
Java,com.thealgorithms.scheduling,SJFScheduling,191,0,24,0,42,0,16,0,4,0
Java,com.thealgorithms.datastructures.bloomfilter,BloomFilter,100,0,8,0,18,0,8,0,4,0
Java,com.thealgorithms.datastructures.bloomfilter,BloomFilter.Hash,35,0,2,0,8,0,4,0,3,0
Java,com.thealgorithms.searches,BreadthFirstSearch,40,0,6,0,11,0,5,0,2,0
Java,com.thealgorithms.searches,FibonacciSearch,170,0,12,0,33,0,9,0,3,0
Java,com.thealgorithms.searches,SquareRootBinarySearch,79,0,10,0,22,0,8,0,3,0
Java,com.thealgorithms.searches,IterativeTernarySearch,164,0,10,0,38,0,10,0,5,0
Java,com.thealgorithms.searches,OrderAgnosticBinarySearch,66,0,12,0,15,0,8,0,2,0
Java,com.thealgorithms.searches,RabinKarpAlgorithm,0,130,1,17,0,23,1,10,0,2
Java,com.thealgorithms.searches,DepthFirstSearch.Node,26,0,0,0,10,0,4,0,4,0
Java,com.thealgorithms.searches,DepthFirstSearch,142,0,4,0,31,0,10,0,8,0
Java,com.thealgorithms.searches,UnionFind,185,0,14,0,42,0,13,0,6,0
Java,com.thealgorithms.searches,HowManyTimesRotated,57,64,10,6,12,10,9,2,2,1
Java,com.thealgorithms.searches,Searcher,44,0,6,0,13,0,6,0,3,0
Java,com.thealgorithms.searches,InterpolationSearch,162,0,12,0,33,0,10,0,4,0
Java,com.thealgorithms.searches,RowColumnWiseSorted2dArrayBinarySearch,7,51,1,7,2,11,3,4,2,1
Java,com.thealgorithms.searches,UpperBound,157,0,8,0,32,0,10,0,6,0
Java,com.thealgorithms.searches,BinarySearch,153,0,8,0,34,0,10,0,6,0
Java,com.thealgorithms.searches,TernarySearch,184,0,12,0,38,0,12,0,6,0
Java,com.thealgorithms.searches,MonteCarloTreeSearch,270,0,30,0,58,0,24,0,9,0
Java,com.thealgorithms.searches,MonteCarloTreeSearch.Node,32,0,0,0,9,0,2,0,2,0
Java,com.thealgorithms.searches,ExponentialSearch,149,0,10,0,33,0,10,0,5,0
Java,com.thealgorithms.searches,KMPSearch,0,128,1,17,0,33,1,11,0,3
Java,com.thealgorithms.searches,IterativeBinarySearch,138,0,8,0,33,0,9,0,5,0
Java,com.thealgorithms.searches,JumpSearch,171,0,24,0,17,0,16,0,4,0
Java,com.thealgorithms.searches,SaddlebackSearch,123,0,12,0,22,0,9,0,3,0
Java,com.thealgorithms.searches,BinarySearch2dArray,244,0,26,0,26,0,16,0,3,0
Java,com.thealgorithms.searches,SearchInARowAndColWiseSortedMatrix,0,58,1,7,0,14,1,5,0,2
Java,com.thealgorithms.searches,PerfectBinarySearch,129,0,16,0,17,0,12,0,4,0
Java,com.thealgorithms.searches,LinearSearchThread,125,0,12,0,27,0,8,0,2,0
Java,com.thealgorithms.searches,LowerBound,161,0,10,0,34,0,11,0,6,0
Java,com.thealgorithms.searches,QuickSelect,235,0,28,0,52,0,21,0,7,0
Java,com.thealgorithms.searches,LinearSearch,92,0,4,0,20,0,7,0,5,0
Java,com.thealgorithms.backtracking,Permutation,3,62,0,4,1,15,1,5,1,3
Java,com.thealgorithms.backtracking,KnightsTour,435,0,46,0,59,0,31,0,8,0
Java,com.thealgorithms.backtracking,KnightsTour.new Comparator() {...},11,0,0,0,2,0,2,0,2,0
Java,com.thealgorithms.backtracking,MazeRecursion,315,0,44,0,62,0,26,0,4,0
Java,com.thealgorithms.backtracking,PowerSum,83,0,6,0,15,0,7,0,4,0
Java,com.thealgorithms.backtracking,Combination,98,0,10,0,20,0,8,0,3,0
Java,com.thealgorithms.backtracking,NQueens,149,0,20,0,37,0,17,0,7,0
Java,com.thealgorithms.backtracking,FloodFill,3,114,0,10,1,16,1,8,1,3
Java,com.thealgorithms.minimizinglateness,MinimizingLateness,133,0,8,0,30,0,6,0,2,0
Java,com.thealgorithms.minimizinglateness,MinimizingLateness.Schedule,21,0,0,0,8,0,1,0,1,0
Java,com.thealgorithms.datastructures.heaps,EmptyHeapException,4,0,0,0,2,0,1,0,1,0
Java,com.thealgorithms.datastructures.heaps,MinHeap,390,0,48,0,70,0,34,0,10,0
Java,com.thealgorithms.datastructures.heaps,LeftistHeap,159,0,16,0,43,0,17,0,9,0
Java,com.thealgorithms.datastructures.heaps,FibonacciHeap.HeapNode,18,44,4,0,6,14,5,4,3,4
Java,com.thealgorithms.datastructures.heaps,HeapElement,146,0,10,0,47,0,18,0,13,0
Java,com.thealgorithms.datastructures.heaps,MaxHeap,388,0,48,0,70,0,34,0,10,0
Java,com.thealgorithms.datastructures.heaps,MinPriorityQueue,356,0,36,0,70,0,28,0,10,0
Java,com.thealgorithms.datastructures.heaps,FibonacciHeap,347,267,35,23,88,67,31,20,10,12
Java,com.thealgorithms.datastructures.heaps,GenericHeap,229,0,14,0,48,0,19,0,12,0
Java,com.thealgorithms.datastructures.heaps,LeftistHeap.Node,18,0,0,0,5,0,1,0,1,0
Java,com.thealgorithms.dynamicprogramming,PalindromicPartitioning,183,0,24,0,30,0,15,0,3,0
Java,com.thealgorithms.dynamicprogramming,LongestIncreasingSubsequence,217,0,26,0,53,0,19,0,6,0
Java,com.thealgorithms.dynamicprogramming,LevenshteinDistance,143,0,18,0,26,0,13,0,4,0
Java,com.thealgorithms.dynamicprogramming,MinimumSumPartition,297,0,40,0,35,0,26,0,6,0
Java,com.thealgorithms.dynamicprogramming,EditDistance,299,0,22,0,51,0,16,0,5,0
Java,com.thealgorithms.dynamicprogramming,LongestPalindromicSubsequence,119,0,8,0,31,0,8,0,4,0
Java,com.thealgorithms.dynamicprogramming,BoardPath,126,0,20,0,31,0,16,0,6,0
Java,com.thealgorithms.dynamicprogramming,LongestCommonSubsequence,243,0,30,0,41,0,19,0,4,0
Java,com.thealgorithms.dynamicprogramming,CatalanNumber,23,52,0,4,7,8,2,3,2,1
Java,com.thealgorithms.dynamicprogramming,CoinChange,173,0,18,0,29,0,14,0,5,0
Java,com.thealgorithms.dynamicprogramming,OptimalJobScheduling,164,0,16,0,33,0,15,0,7,0
Java,com.thealgorithms.dynamicprogramming,DyanamicProgrammingKnapsack,144,0,12,0,18,0,10,0,4,0
Java,com.thealgorithms.dynamicprogramming,NewManShanksPrime,4,44,1,3,1,5,2,2,1,1
Java,com.thealgorithms.dynamicprogramming,KnapsackMemoization,0,127,0,12,0,15,0,9,0,3
Java,com.thealgorithms.dynamicprogramming,Sum_Of_Subset,80,0,12,0,14,0,9,0,3,0
Java,com.thealgorithms.dynamicprogramming,FordFulkerson,281,0,18,0,52,0,12,0,3,0
Java,com.thealgorithms.dynamicprogramming,Knapsack,143,0,14,0,18,0,10,0,3,0
Java,com.thealgorithms.dynamicprogramming,CountFriendsPairing,55,0,6,0,9,0,5,0,2,0
Java,com.thealgorithms.dynamicprogramming,SubsetSum,196,0,32,0,20,0,20,0,4,0
Java,com.thealgorithms.dynamicprogramming,MinimumPathSum,302,0,10,0,26,0,11,0,6,0
Java,com.thealgorithms.dynamicprogramming,MatrixChainRecursiveTopDownMemoisation,149,0,12,0,23,0,10,0,4,0
Java,com.thealgorithms.dynamicprogramming,RegexMatching,495,0,102,0,94,0,57,0,6,0
Java,com.thealgorithms.dynamicprogramming,WineProblem,284,0,12,0,38,0,11,0,5,0
Java,com.thealgorithms.dynamicprogramming,UniquePaths,124,0,16,0,16,0,11,0,3,0
Java,com.thealgorithms.dynamicprogramming,ShortestSuperSequence,119,0,10,0,19,0,9,0,4,0
Java,com.thealgorithms.dynamicprogramming,LongestValidParentheses,121,0,20,0,19,0,12,0,2,0
Java,com.thealgorithms.dynamicprogramming,BruteForceKnapsack,102,0,8,0,15,0,8,0,4,0
Java,com.thealgorithms.dynamicprogramming,DP,105,0,12,0,15,0,9,0,3,0
Java,com.thealgorithms.dynamicprogramming,Fibonacci,172,0,12,0,36,0,13,0,7,0
Java,com.thealgorithms.dynamicprogramming,LongestAlternatingSubsequence,178,0,16,0,19,0,11,0,3,0
Java,com.thealgorithms.dynamicprogramming,LongestPalindromicSubstring,140,0,20,0,28,0,13,0,3,0
Java,com.thealgorithms.dynamicprogramming,MatrixChainMultiplication,382,0,32,0,70,0,23,0,7,0
Java,com.thealgorithms.dynamicprogramming,KadaneAlgorithm,4,40,1,5,1,6,2,3,1,1
Java,com.thealgorithms.dynamicprogramming,RodCutting,83,0,4,0,13,0,5,0,3,0
Java,com.thealgorithms.dynamicprogramming,BoundaryFill,382,0,12,0,26,0,12,0,6,0
Java,com.thealgorithms.dynamicprogramming,Matrix,21,0,0,0,8,0,4,0,4,0
Java,com.thealgorithms.dynamicprogramming,SubsetCount,0,172,2,16,0,27,2,10,0,3
Java,com.thealgorithms.dynamicprogramming,EggDropping,15,106,0,12,5,15,2,7,2,1
